Site,Plot,Sps,Max_width,Coral_ID,coords_x,coords_y,5/1/18,6/1/18,6/21/18,7/16/18,8/17/18,10/30/18,11/9/18,11/29/18,12/13/18,1/4/19,1/18/19,2/8/19,3/4/19,3/21/19,4/11/19,5/2/19,5/16/19,5/28/19,6/13/19,7/1/19,7/22/19,8/16/19,9/17/19,10/14/19,11/12/19,12/6/19,total,total_bin,days_dis,weeks_dis,tot_stressed,tot_diseased,tot_both
2,28,ACER,10,2_p28_t7_s0_c12_ACER,6.250057985,2.567920006,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,18,2_p28_t7_s0_c13_PAST,6.131613535,2.353142798,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,12,2_p28_t7_s0_c14_SINT,6.042702884,2.199752596,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,15,2_p28_t7_s0_c15_SSID,6.157745535,2.753008788,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,17,2_p28_t7_s0_c16_SINT,6.008221014,2.630698657,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,20,2_p28_t7_s0_c17_SINT,6.306033039,2.998402185,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,MCAV,20,2_p28_t7_s0_c18_MCAV,6.201350411,4.414323635,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,30,2_p28_t7_s0_c19_SSID,6.680385537,4.750328583,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,NS,Health,meh
2,28,OFAV,15,2_p28_t7_s5_c20_OFAV,6.374223643,5.213437105,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Dead,0,0,0,0,NS,Health,meh
2,28,DSTO,25,2_p28_t7_s5_c21_DSTO,6.431435714,5.520836018,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Dead,0,0,0,0,NS,Health,meh
2,28,PAST,15,2_p28_t7_s5_c22_PAST,6.151096565,6.414581347,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
2,28,SSID,10,2_p28_t7_s5_c23_SSID,6.602144164,6.535345205,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,12,2_p28_t7_s5_c24_SINT,6.143055949,7.214622581,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,12,2_p28_t7_s5_c25_PAST,6.53287117,7.428008144,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,18,2_p28_t7_s5_c26_SSID,6.711310981,7.673246914,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,10,2_p28_t7_s5_c27_SSID,6.258407855,7.737107956,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,11,2_p28_t7_s5_c28_PAST,6.799912378,7.857407932,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,15,2_p28_t7_s5_c29_SSID,6.100842718,8.414839059,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,12,2_p28_t7_s5_c30_PAST,6.460814885,8.597608432,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,DSTO,5,2_p28_t7_s5_c31_DSTO,6.945107337,8.410509497,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,2,1,36,5.142857143,NS,Dis,meh
2,28,PAST,10,2_p28_t7_s5_c32_PAST,6.180166482,9.522124578,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,20,2_p28_t8_s0_c1_PAST,7.602427647,0.007138623,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,AAGA,15,2_p28_t8_s0_c3_AAGA,7.479035126,0.284694482,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
2,28,PAST,10,2_p28_t8_s0_c4_PAST,7.207355101,0.316856944,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,15,2_p28_t8_s0_c5_PAST,7.024894982,0.471638791,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,DSTO,3,2_p28_t8_s0_c6_DSTO,7.420586037,0.100378837,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,22,2_p28_t8_s0_c7_PAST,7.597788831,0.468700874,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,12,2_p28_t8_s0_c8_SSID,7.415328712,0.62348272,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,MCAV,12,2_p28_t8_s0_c9_MCAV,7.050408474,0.933046414,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,15,2_p28_t8_s0_c10_SINT,7.278328995,2.254954514,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,40,2_p28_t8_s0_c11_SSID,7.577378038,2.499574775,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,12,2_p28_t8_s0_c12_SSID,7.034636497,2.502358065,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,20,2_p28_t8_s0_c13_PAST,7.872716027,3.113444837,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,10,2_p28_t8_s0_c14_PAST,7.329355978,3.17776976,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,DSTO,9,2_p28_t8_s0_c15_DSTO,7.145349586,3.48640569,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Dead,Dead,Dead,Dead,0,0,0,0,NS,Health,meh
2,28,SSID,35,2_p28_t8_s0_c16_SSID,7.595469422,3.699481999,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,NS,Health,meh
2,28,PAST,12,2_p28_t8_s0_c17_PAST,7.11179548,3.825039301,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,10,2_p28_t8_s0_c18_SSID,7.68901889,3.39130995,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,12,2_p28_t8_s0_c19_SSID,7.895136974,3.882560627,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,10,2_p28_t8_s5_c20_PAST,7.431100688,5.054171069,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,10,2_p28_t8_s5_c21_PAST,7.320542226,7.054738036,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,MCAV,80,2_p28_t8_s5_c22_MCAV,7.738963482,7.421823055,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,DLAB,18,2_p28_t8_s5_c23_DLAB,7.223590959,7.701389068,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,1,1,27,3.857142857,NS,Dis,meh
2,28,SINT,12,2_p28_t8_s5_c24_SINT,7.698605778,8.437414633,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
2,28,SSID,13,2_p28_t8_s5_c25_SSID,7.722882251,9.021905523,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PAST,25,2_p28_t8_s5_c26_PAST,7.417338866,9.423472412,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
2,28,SINT,11,2_p28_t9_s0_c1_SINT,8.083936809,0.096977038,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
2,28,PAST,10,2_p28_t9_s0_c2_PAST,8.98757828,0.184650671,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,12,2_p28_t9_s0_c3_SINT,8.835579723,0.308507074,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,12,2_p28_t9_s0_c4_SINT,9.015565807,0.399891761,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,10,2_p28_t9_s0_c5_SINT,8.743576528,0.462825039,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,12,2_p28_t9_s0_c6_SSID,8.622039533,0.555755998,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
2,28,SINT,12,2_p28_t9_s0_c7_SINT,8.891554777,0.738989253,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,13,2_p28_t9_s0_c8_SSID,8.799242327,0.924078035,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,11,2_p28_t9_s0_c9_SSID,8.792438729,1.601036002,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
2,28,SSID,11,2_p28_t9_s0_c10_SSID,8.790583202,1.785660903,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,12,2_p28_t9_s0_c11_SINT,8.433085071,1.356724995,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,13,2_p28_t9_s0_c12_SSID,8.313094348,1.295801871,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,10,2_p28_t9_s0_c13_SSID,8.962837925,2.646316006,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,12,2_p28_t9_s0_c14_SINT,8.2696441,2.619101616,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,25,2_p28_t9_s0_c15_SSID,8.62776074,2.986495889,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,22,2_p28_t9_s0_c16_SSID,8.657294539,3.047882896,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,13,2_p28_t9_s0_c17_SSID,8.626214468,3.140349973,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,12,2_p28_t9_s0_c18_SSID,8.049609566,3.51253769,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SINT,13,2_p28_t9_s0_c19_SINT,8.193258253,4.219493338,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,DLAB,30,2_p28_t9_s5_c1_DLAB,8.451949592,5.479705177,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,0,0,0,0,NS,Health,meh
2,28,SSID,55,2_p28_t9_s5_c2_SSID,8.776202871,6.216503879,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,PSTR,10,2_p28_t9_s5_c3_PSTR,8.298714017,5.726644847,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Dead,Dead,Dead,Dead,0,0,0,0,NS,Health,meh
2,28,MCAV,12,2_p28_t9_s5_c4_MCAV,8.410664124,6.587609205,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,1,1,14,2,S,Dis,both
2,28,SSID,18,2_p28_t9_s5_c5_SSID,8.200525733,6.496379146,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,14,2_p28_t9_s5_c6_SSID,8.565445971,6.186815452,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
2,28,SSID,60,2_p28_t9_s5_c7_SSID,8.400458727,7.603046156,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,0,0,0,0,NS,Health,meh
2,28,MCAV,70,2_p28_t9_s5_c8_MCAV,8.071257377,7.358580522,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
