"","x"
"1",0
"2",-0.01953125
"3",-0.0390625
"4",-0.05859375
"5",-0.078125
"6",-0.09765625
"7",-0.1171875
"8",-0.13671875
"9",0.297375493152673
"10",0.277844243152673
"11",0.360262996271217
"12",0.426679574654694
"13",0.551327401748918
"14",0.653344736305347
"15",0.633813486305347
"16",0.721368689016243
"17",0.887680243241007
"18",1.17247430612735
"19",1.25224581163674
"20",1.29563273881365
"21",1.33672941544319
"22",1.48749533568824
"23",1.5476201828663
"24",1.6541561316645
"25",1.65894216214097
"26",1.80241520413118
"27",1.82736765001138
"28",1.89435369375369
"29",2.07867236184157
"30",2.11727835913912
"31",2.15465134427913
"32",2.20920341376317
"33",2.20789029676093
"34",2.3644798622547
"35",2.42925094900049
"36",2.47554225052978
"37",2.55225032919897
"38",2.56417271147568
"39",2.60666257100517
"40",2.67806686282318
"41",2.74712828560082
"42",2.87050377931731
"43",2.92037914548275
"44",2.95545942137649
"45",3.05602007059396
"46",3.12740562839445
"47",3.17157172444403
"48",3.20228940491402
"49",3.24472040108248
"50",3.28624669320918
"51",3.36262083969395
"52",3.46006967784548
"53",3.52062993152673
"54",3.59093423289726
"55",3.64860171756739
"56",3.70502237932364
"57",3.80246427803438
"58",3.78293302803438
"59",3.81565741266217
"60",3.83753667467941
"61",3.97032562938853
"62",4.02035387696448
"63",4.08891495239788
"64",4.1655776227972
"65",4.24991681224243
"66",4.35981307752634
"67",4.43992397598875
"68",4.50949584042846
"69",4.56027638190358
"70",4.57558804772064
"71",4.65937698888652
"72",4.72461170898339
"73",4.76372376712666
"74",4.7774540722417
"75",4.83211697863838
"76",4.86156511470296
"77",4.88256220272842
"78",4.93533918247563
"79",5.0423899759517
"80",5.07747736428077
"81",5.09668515827502
"82",5.19963194397346
"83",5.25553864528613
"84",5.31062440330618
"85",5.37225493916076
"86",5.42570047175733
"87",5.45680896461108
"88",5.4660540267673
"89",5.48947184936039
"90",5.5126352778405
"91",5.54964224470164
"92",5.59319810538849
"93",5.64313626895811
"94",5.71295708659564
"95",5.76144314695068
"96",5.76894892420547
"97",5.82327989585633
"98",5.89674245660355
"99",5.91672764118791
"100",5.99512587523653
"101",6.03377598171887
"102",6.07839757741737
"103",6.16676859010705
"104",6.17241936322677
"105",6.24042149206477
"106",6.30750696523301
"107",6.34929926831171
"108",6.40882714028279
"109",6.4796137391721
"110",6.50786582721596
"111",6.53585500232448
"112",6.56947530773795
"113",6.63781865273913
"114",6.72835470466062
"115",6.78335796196821
"116",6.84341115110762
"117",6.88030195069502
"118",6.92802106923561
"119",7.00292943797078
"120",7.07688915345072
"121",7.15534546244618
"122",7.18443088437212
"123",7.26139777317316
"124",7.34268906828952
"125",7.39678566456143
"126",7.4503342369958
"127",7.49818266366501
"128",7.56095959155694
"129",7.61289848435596
"130",7.67443384995954
"131",7.71026396291463
"132",7.7557766871934
"133",7.79592406696885
"134",7.84065963984182
"135",7.88989921480303
"136",7.94841610680245
"137",8.02082604042677
"138",8.09245099161777
"139",8.17751429793229
"140",8.26626673984899
"141",8.30280961014853
"142",8.35297291467919
"143",8.43487645648796
"144",8.50221493967782
"145",8.53720621257625
"146",8.54935914924054
"147",8.58393941063571
"148",8.61378641621688
"149",8.6567948437845
"150",8.69946638232074
"151",8.71974725285668
"152",8.77065918304047
"153",8.80805276380717
"154",8.83212330220574
"155",8.86903507627432
"156",8.92721576268784
"157",8.99344285389303
"158",9.04632881566945
"159",9.07765601915898
"160",9.12140034881722
"161",9.16063228229941
"162",9.21208063692922
"163",9.25069846992876
"164",9.28904520720279
"165",9.33122951936069
"166",9.38127726162012
"167",9.42282180223211
"168",9.47619494958078
"169",9.50503569781685
"170",9.51363712362621
"171",9.61795815797118
"172",9.68560766587562
"173",9.7291158714351
"174",9.76058148217157
"175",9.78404733208292
"176",9.82680814704135
"177",9.84993329377834
"178",9.90761032457989
"179",9.97632081285997
"180",10.0140280144295
"181",10.0628644182694
"182",10.0887210032008
"183",10.129472690329
"184",10.1849237012927
"185",10.2139125671115
"186",10.242731529276
"187",10.2898695308374
"188",10.3477178161575
"189",10.408794757672
"190",10.4585101335332
"191",10.5078882777265
"192",10.5569340697466
"193",10.6020682873948
"194",10.6433435803164
"195",10.6736963478351
"196",10.6967862870366
"197",10.7232871167366
"198",10.7425926538165
"199",10.7688265628371
"200",10.7949178147639
"201",10.8278523778205
"202",10.8536408446674
"203",10.8931649893069
"204",10.9428111655475
"205",10.9715137297717
"206",10.9932022788312
"207",11.0045116821643
"208",11.0498815261431
"209",11.101759902233
"210",11.1228835774727
"211",11.1573904003469
"212",11.1782624502861
"213",11.2124368720676
"214",11.253100824346
"215",11.2835532437821
"216",11.3171604347347
"217",11.3637974132071
"218",11.4101546068269
"219",11.4627816914943
"220",11.4759404210494
"221",11.4825123938752
"222",11.4955495735589
"223",11.5344730730923
"224",11.5699520766797
"225",11.5955811141332
"226",11.6242946053301
"227",11.633640581113
"228",11.6812882881647
"229",11.7191168945645
"230",11.7313644959907
"231",11.7752047070157
"232",11.7998869904886
"233",11.8275947786947
"234",11.8614367366632
"235",11.9013532347735
"236",11.9130242588735
"237",11.9339679841295
"238",11.9486076038551
"239",11.9724649481531
"240",11.9962093217589
"241",11.9890219090602
"242",12.0003103525278
"243",12.0391804379051
"244",12.0747897301344
"245",12.1041209896871
"246",12.1606553521935
"247",12.1987063874978
"248",12.2305313344111
"249",12.2531775911781
"250",12.2787213669136
"251",12.3071398682463
"252",12.3413927132761
"253",12.3725039701522
"254",12.4034673647475
"255",12.457927038541
"256",12.482639864228
"257",12.4925424942321
"258",12.5287996036418
"259",12.5561108283074
"260",12.5803814218592
"261",12.6132692329543
"262",12.6402026571542
"263",12.6438581607223
"264",12.6706098443335
"265",12.6943598586814
"266",12.7208799199265
"267",12.7845160394413
"268",12.7935741357527
"269",12.8196916735282
"270",12.8428515842776
"271",12.8630747537039
"272",12.8690539656813
"273",12.8976116381324
"274",12.9316769909243
"275",12.9683938206354
"276",12.9909355564321
"277",13.0049934125052
"278",13.0413081270862
"279",13.0718941202622
"280",13.0940237688128
"281",13.1105230666126
"282",13.138003522656
"283",13.1626104501204
"284",13.2063456396749
"285",13.2224793501386
"286",13.2358095569014
"287",13.2463509359152
"288",13.2595715166342
"289",13.2618432675734
"290",13.2695304252213
"291",13.2961807949157
"292",13.3173048198751
"293",13.3221250340693
"294",13.367379158959
"295",13.3747770172945
"296",13.3928829157033
"297",13.4109150052315
"298",13.4342234625634
"299",13.4574367201927
"300",13.4752293177599
"301",13.4849734278255
"302",13.5105989743588
"303",13.5255285578803
"304",13.5430407313694
"305",13.5420047766129
"306",13.5541389576096
"307",13.5583230964524
"308",13.5703676519682
"309",13.5823613333695
"310",13.5864405433068
"311",13.5983457836267
"312",13.6102008191812
"313",13.6193964322613
"314",13.6233378793227
"315",13.627251443523
"316",13.6493313245087
"317",13.6583570773265
"318",13.6621600955411
"319",13.6762855642955
"320",13.698099937022
"321",13.6914716140371
"322",13.6977212042972
"323",13.6962167545356
"324",13.6946960591765
"325",13.7034343919723
"326",13.722388402028
"327",13.7310328395874
"328",13.7294110250521
"329",13.7379910035957
"330",13.741430704237
"331",13.7397476761613
"332",13.7431409766229
"333",13.7363343577727
"334",13.7346041507101
"335",13.7480905088083
"336",13.7488510837175
"337",13.7723727291904
"338",13.7781241853734
"339",13.7813205578192
"340",13.7870125362022
"341",13.7876374454719
"342",13.785726534786
"343",13.7913408886618
"344",13.7994341758293
"345",13.8150076782691
"346",13.8205145520421
"347",13.8259909694819
"348",13.8364288741094
"349",13.8393459281315
"350",13.844728632548
"351",13.8475942833056
"352",13.8330368296462
"353",13.8383566463585
"354",13.8411658917749
"355",13.858815408843
"356",13.8714537430471
"357",13.8791041095349
"358",13.8817860122214
"359",13.8869083259336
"360",13.9067623423934
"361",13.9068959438264
"362",13.9094655987645
"363",13.9193660227733
"364",13.9194329829464
"365",13.9317098915585
"366",13.9292862109379
"367",13.9390499333129
"368",13.9414632330331
"369",13.946288091265
"370",13.9413570420332
"371",13.9437072136049
"372",13.9460347920542
"373",13.9362113430865
"374",13.9433536553898
"375",13.9456213259772
"376",13.9502849020149
"377",13.947673671228
"378",13.9498769942373
"379",13.9496467744496
"380",13.9493991073923
"381",13.9539478727783
"382",13.9488516201732
"383",13.9413420975709
"384",13.9386299304005
"385",13.9263028171636
"386",13.9235718071819
"387",13.9328103863868
"388",13.9348312363842
"389",13.9344392822392
"390",13.9292513370546
"391",13.9598465683327
"392",13.9546157953703
"393",13.949375557114
"394",13.9346058775425
"395",13.9341104269855
"396",13.9359744458691
"397",13.9330693545775
"398",13.9254061255991
"399",13.9129925706885
"400",13.8982051532008
"401",13.8905289480293
"402",13.8946883818079
"403",13.8940910958646
"404",13.9029299213283
"405",13.8952086324241
"406",13.8851207437832
"407",13.8844639523918
"408",13.8814344673461
"409",13.8925163052319
"410",13.8823958461565
"411",13.8746223934126
"412",13.876239273346
"413",13.8637528639538
"414",13.8629967912326
"415",13.8598806449896
"416",13.8473806820216
"417",13.8395632418472
"418",13.829398543762
"419",13.8262491596676
"420",13.8230875808469
"421",13.8245851759039
"422",13.8190620101024
"423",13.806531464824
"424",13.8009949601016
"425",13.7884577548834
"426",13.771257360649
"427",13.7563870839056
"428",13.750832853086
"429",13.7382867974434
"430",13.7350457537085
"431",13.7271430221562
"432",13.7122614686501
"433",13.7066734502457
"434",13.694110524785
"435",13.6769015625489
"436",13.6620141579122
"437",13.6494468516936
"438",13.6345570155968
"439",13.6335817121519
"440",13.6186870245706
"441",13.6084259945966
"442",13.5981610955821
"443",13.5832615716977
"444",13.575305414481
"445",13.569656324155
"446",13.5524379251282
"447",13.5421556751849
"448",13.5249360746146
"449",13.5077162339603
"450",13.4928070826985
"451",13.4778969719974
"452",13.4676051246656
"453",13.4503831266154
"454",13.444702364821
"455",13.4274786929665
"456",13.4194817529072
"457",13.4091736583573
